Label,Area_cm2,Strain,Lifestage,Diet,Brood,Brood_ID,PairedBrood
E_C1_B1_PP.jpeg,0.784,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.79,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.796,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.805,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.816,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.818,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.825,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.835,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.838,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.841,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.844,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.85,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.857,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.86,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.865,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.867,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.875,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.885,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.89,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.89,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.897,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.908,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.91,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.914,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.926,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.938,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_C1_B1_PP.jpeg,0.955,EVE,prepupa,control_Gainsville,1,B1,E_B1
E_T1_B1_L.jpeg,0.406,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.473,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.512,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.53,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.536,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.551,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.554,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.557,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.558,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.562,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.565,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.566,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.571,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.584,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.586,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.588,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.592,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.613,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.633,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.635,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.641,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.651,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.653,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.655,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.665,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.671,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.674,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.676,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.684,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.686,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.694,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.7,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.707,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.719,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.721,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.749,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.749,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.756,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.771,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.775,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.782,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.784,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.821,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_L.jpeg,0.853,EVE,larva,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.476,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.502,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.51,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.519,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.527,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.532,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.541,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.576,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.59,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.591,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.601,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T1_B1_PP.jpeg,0.605,EVE,prepupa,spent_brewing_grains,1,B1,E_B1
E_T2_B1_L.jpeg,0.546,EVE,larva,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.336,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.35,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.35,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.352,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.358,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.36,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.362,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.365,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.449,EVE,prepupa,cattle_manure,1,B1,E_B1
E_T2_B1_PP.jpeg,0.528,EVE,prepupa,cattle_manure,1,B1,E_B1
E_C1_B10_L.jpeg,0.856,EVE,larva,control_Gainsville,10,B10,E_B10
E_C1_B10_L.jpeg,0.872,EVE,larva,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.542,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.562,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.564,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.569,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.573,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.579,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.592,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.593,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.605,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.606,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.608,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.616,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.621,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.623,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.623,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.624,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.626,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.65,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.656,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.656,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.657,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.66,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.664,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.671,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.671,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.672,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.683,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.683,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.684,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.698,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.704,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.708,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.713,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.724,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.728,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.732,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.733,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.735,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.736,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.739,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.758,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.76,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.763,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.766,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.771,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.773,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.775,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.776,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.783,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.792,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.793,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.798,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.813,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.826,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.829,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.83,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.831,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.832,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.833,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.834,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.854,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.876,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.878,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.879,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.879,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.885,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.894,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.914,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.949,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.953,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.965,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_C1_B10_PP.jpeg,0.977,EVE,prepupa,control_Gainsville,10,B10,E_B10
E_T1_B10_L.jpeg,0.483,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.507,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.508,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.509,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.526,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.534,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.538,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.542,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.592,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.633,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.654,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.656,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.662,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.683,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.684,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.707,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.73,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.747,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_L.jpeg,0.75,EVE,larva,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.491,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.494,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.497,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.508,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.516,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.517,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.527,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.531,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.532,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.534,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.551,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.552,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.554,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.554,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.562,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.566,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.567,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.567,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.568,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.571,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.576,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.576,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.58,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.583,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.584,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.588,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.589,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.593,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.596,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.597,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.601,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.608,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.609,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.61,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.611,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.616,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.616,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.624,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.628,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.631,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.635,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.639,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.641,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.642,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.648,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.651,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.668,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T1_B10_PP.jpeg,0.687,EVE,prepupa,spent_brewing_grains,10,B10,E_B10
E_T2_B10_L.jpeg,0.599,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.628,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.64,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.641,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.643,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.655,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.662,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.672,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.676,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.685,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.702,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.721,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.727,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.73,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.731,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.786,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.786,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.795,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.797,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.798,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.8,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.804,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.808,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.816,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.819,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.82,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.821,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.848,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.849,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.856,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.875,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.882,EVE,larva,cattle_manure,10,B10,E_B10
E_T2_B10_L.jpeg,0.888,EVE,larva,cattle_manure,10,B10,E_B10
